latitude,longitude,distance_km,demand,accessibility
26.80483444278505,80.86421404614492,9.883383439859285,42,0.09188319106148568
27.012257150307573,80.85891236766592,20.17577600914211,21,0.04722377114152866
26.933517819052106,81.09625164898758,17.222248044953393,37,0.05487797101285467
26.885517054310935,80.85983663194583,9.776627974872603,27,0.09279340460964754
26.72616671055928,80.86790190140631,16.000369392037616,29,0.05882225126639692
26.726158027321034,81.04338337447047,16.599714735684994,20,0.05681910275354694
26.690910100380552,80.9319063432822,17.780954955573502,25,0.05324542880622992
26.981823412478978,81.04961580050387,17.67517281758531,6,0.0535470279053246
26.886401404227556,80.79353181672319,16.039402918962637,36,0.058687502417536605
26.924906128006576,80.94552562972243,8.340993384128556,2,0.10705499499647622
26.67741041794649,80.78210089606598,25.41985661034969,22,0.03785031897592741
27.01916754677832,80.79255515324392,24.442713309406706,32,0.03930398412461296
26.969679350688153,81.09631748320399,19.687045538522145,16,0.04833943049711286
26.74644207984418,80.82012833360234,17.28445494597801,18,0.05469126659528715
26.735456988194557,80.96167144561907,12.789178770815308,5,0.07252063495735456
26.73602562354724,80.91799441693625,13.06546242044385,36,0.07109613392777768
26.779527207465435,80.89504359745318,9.547244701484448,30,0.09481149137075176
26.858912315387606,81.09394000444742,14.313672620370637,45,0.06530112173547283
26.825500206711162,80.77785642283918,17.29563057741934,19,0.054657859195856875
26.774842490471297,81.00896428702322,10.20211655952571,23,0.08926884439080854
26.890267042100056,81.11682199631689,17.142087128612868,34,0.05512044964346169
26.720217789834738,80.97166054604627,14.59041824958938,13,0.06414196104240744
26.77517207347268,81.10725608633192,17.68560311344587,43,0.05351713797669262
26.80189026358573,80.78881283654297,16.865238227521782,29,0.0559746244222749
26.834185194318135,80.9207655948667,3.3919200914791667,36,0.22769084572829906
26.952663346101485,80.86365680474634,14.269701556952203,22,0.06548916468800964
26.74188256157701,81.03309554739306,14.579239269334364,47,0.06418798650639929
26.855124397828902,81.12326695257902,17.198384994509308,36,0.054949931013203265
26.883269244790338,80.86235082247993,9.44847306671889,9,0.09570776453310299
26.6867221485792,81.00550285653067,18.973432241805796,39,0.05006650774356797
26.88871614668452,80.84131514779351,11.60827504078068,19,0.07931299061652465
26.731388684527428,80.97351889164578,13.393984719906546,38,0.06947346544122861
26.693418573474702,80.9370156952078,17.458711480260433,6,0.054174962378570696
27.011598793411203,81.11992191866736,24.630304555910982,47,0.03901631359153613
27.017627531906843,80.98906981817073,19.03748436210511,15,0.049906464400850635
26.961023045321927,80.89582229395126,13.46344169223239,20,0.06913983692671512
26.779660956902415,80.81107448255966,15.850751983271676,9,0.05934453257591913
26.7051619610423,80.82444885834458,20.364648739936413,32,0.04680629258981097
26.916323889544376,80.85111409478245,12.270793068358413,4,0.07535344683991062
26.82845489774626,80.86034799808252,9.211945667538124,18,0.09792453197031922
26.713933764544123,81.0762217808228,19.644455378174527,5,0.048439156261647257
26.84826368764006,80.97204020378172,2.195071489741999,20,0.3129820422518151
26.68237986760148,80.95842072809478,18.65724825555892,23,0.050871820256795486
26.997355344748364,80.81131679387292,21.38971054195215,11,0.04466337329936782
26.763160793376006,81.0796502896058,16.0873869248767,37,0.05852269890044735
26.908508022367435,81.03021314915506,10.277061014359386,22,0.0886755865492501
26.78221598739219,80.794360610284,17.186135446273585,4,0.05498694337531199
26.857224487624013,81.02482063500273,7.465855378229715,29,0.11812155480136595
26.86681570056358,80.96567375824335,2.4318181373762475,44,0.29139073225032175
26.73654760398919,80.79942112446885,19.558351258249072,34,0.048642032983980094
27.019050465995242,80.93498823095032,18.856369381652158,13,0.05036167391829586
26.94904781641,80.94449066336682,11.027156523123097,42,0.08314517218408408
27.00821961896311,80.82967883445878,21.25575905189044,9,0.04493219025549517
26.992137846153955,81.1104513329201,22.424541080774873,42,0.0426902707101795
26.885243992371993,81.07599113373304,13.097338764143691,31,0.07093537416746207
27.001874724608324,81.01084804143848,17.932805416795834,7,0.052818374138724915
26.70185730073869,80.93642640196022,16.52773698169236,4,0.057052430729905144
26.740553830470894,80.91823559497043,12.571614205788679,19,0.07368320266379748
26.686281824007796,81.00435044817435,18.987463012624893,42,0.050031362127767764
26.787118919074775,80.96635547298649,7.17795895024542,30,0.122279899677167
26.809923824288216,80.79241831811748,16.258629256034528,31,0.05794202918232033
26.767685651438605,80.95450095355733,9.163831319651141,35,0.09838809485814289
26.968345503294696,81.06030530220383,17.111282682682678,21,0.05521420086696356
26.798431197609695,80.9353263559349,5.916168100690142,31,0.14458873547336323
26.77113642348746,80.78870436791954,18.251897435052328,19,0.05194293203428766
26.865370589936973,81.05306015177825,10.365494495300327,31,0.08798561298089613
26.720732720990917,80.84249096156896,17.90235535012335,32,0.05290345999095157
26.958790913071457,80.8631035005597,14.852048253177117,2,0.06308333055948002
26.69683823172472,80.82929428723563,20.824023809755957,10,0.04582106437919902
27.025279297176187,80.88887742335375,20.41027432223065,2,0.0467065477513141
26.9480081169468,81.04243054204791,14.240029654071511,2,0.0656166702230032
26.741537645352302,80.95697890942142,12.080339408708355,24,0.07645061559597154
26.671987962164497,80.84375725869425,22.429240023001324,17,0.042681708797138285
26.96356611424374,81.08601882813474,18.476260623043203,32,0.05134455835001802
26.924468643785143,81.08664946778255,15.881688263832427,16,0.059235781657123385
26.932442580494758,81.08340823301657,16.095856443896118,16,0.05849370596212737
26.947657324806944,80.85596663609736,14.313245237685656,46,0.06530294424718124
26.696656074624276,80.93244616390515,17.13988565296155,39,0.05512713911935483
26.79904766227594,81.12459627621072,18.22796816924205,31,0.05200757517373294
26.71171286142905,81.0479244914716,18.191746560025354,43,0.05210573185052934
26.980717233315215,80.7797802716412,22.273543035925616,24,0.04296724389820558
26.894387325657924,80.79347365285378,16.29115238925672,1,0.05783304533371163
26.789123288946953,80.93701529565244,6.890726209072712,11,0.1267310477520061
26.69288100610297,81.09731927411016,22.78438620885537,21,0.04204438959318956
26.78195363581764,80.96393264726298,7.6916997690379025,4,0.11505229432363279
26.78706599592963,80.94921250289235,6.998378292883327,7,0.12502534431132928
26.932658224201706,80.8079705319844,16.818754246459157,26,0.05612064604340757
26.89952068968788,81.00644083770075,7.852378982785034,47,0.11296398425154087
26.98939658732748,81.06595713781608,19.298440938286248,12,0.04926486733834977
26.839997373058303,80.90695120270273,4.413390180725366,31,0.1847271241523561
26.71305392853779,81.04922026633312,18.135380618420193,17,0.05225921657588432
26.92676812340028,81.1172115954043,18.651056166519407,33,0.0508878500741225
26.943882617502084,80.84335592528598,14.859976972950552,11,0.06305179394052818
26.87205979112502,80.95839866723011,2.590559830215907,28,0.27850810104447365
